 ID-EVENTO;TITULO;PRECIO;GRATUITO;LARGA-DURACION;DIAS-SEMANA;DIAS-EXCLUIDOS;FECHA;FECHA-FIN;HORA;DESCRIPCION;CONTENT-URL;TITULO-ACTIVIDAD;URL-ACTIVIDAD;URL-INSTALACION;NOMBRE-INSTALACION;ACCESIBILIDAD-INSTALACION;CLASE-VIAL-INSTALACION;NOMBRE-VIA-INSTALACION;NUM-INSTALACION;DISTRITO-INSTALACION;BARRIO-INSTALACION;CODIGO-POSTAL-INSTALACION;COORDENADA-X;COORDENADA-Y;LATITUD;LONGITUD;TIPO;AUDIENCIA;
11674935;"Pádel";"";"1";"0";"";"";"2022-07-23 00:00:00.0";"2022-07-23 23:59:00.0";"22:00";"En la instalación deportiva Padre Damián (c/ Padre Damián 26).  Más información e inscripciones: Whatsap o teléfono al 611064536.";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=afa3a65aeb980810VgnVCM2000001f4a900aRCRD";"La noche que más renta";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=a22f2522f8b8e710VgnVCM2000001f4a900aRCRD";"";"";"";"";"";"";"";"";"";"";"";"";"";"/contenido/actividades/Exposiciones";"";
11693827;"Queen Lear";"De 6 a 22 euros";"0";"1";"M,X,J,V,S,D";"";"2022-09-15 00:00:00.0";"2022-11-06 23:59:00.0";"";"";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=0becd11e4daf0810VgnVCM1000001d4a900aRCRD";"Queen Lear";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=3fecd11e4daf0810VgnVCM1000001d4a900aRCRD";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=6d3ce3914381c010VgnVCM1000000b205a0aRCRD";"Teatro Español";"1,6";"CALLE";"PRINCIPE";"25";"CENTRO";"CORTES";"28012";"440597";"4474036";"40.41482868269558";"-3.7001663599562105";"/contenido/actividades/TeatroPerformance";"";
11722101;"Raya y el último dragón";"";"1";"0";"";"";"2022-07-29 00:00:00.0";"2022-07-29 23:59:00.0";"22:30";"Cine de Verano al aire libre.   Apta para todos los públicos.";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=4724b830305a1810VgnVCM1000001d4a900aRCRD";"Veranos de Latina 2022";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=f193ff3ada2a1810VgnVCM1000001d4a900aRCRD";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=0023cbf06c81c010VgnVCM1000000b205a0aRCRD";"Auditorio al aire libre. Parque Aluche";"1";"CALLE";"ILLESCAS";"149";"LATINA";"ALUCHE";"28047";"435554";"4471619";"40.392680212409495";"-3.7593572957930554";"/contenido/actividades/CuentacuentosTiteresMarionetas";"/usuario/Jovenes,/usuario/Niños,/usuario/Familias";
11433047;"Raya y el último Dragón";"";"1";"0";"";"";"2022-08-19 00:00:00.0";"2022-08-19 23:59:00.0";"22:00";"En el fantástico mundo de Kumandra, humanos y dragones vivieron juntos hace mucho tiempo en perfecta armonía. Pero cuando unas fuerzas del mal amenazaron el territorio, los dragones se sacrificaron para salvar a la humanidad. Apto para todos los públicos";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=3c66c1196f48a710VgnVCM1000001d4a900aRCRD";"Cine de verano. Templete Parque de la Mar Océana";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=48981a4bf94ec510VgnVCM1000001d4a900aRCRD";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=857ccca4fb3ce210VgnVCM1000000b205a0aRCRD";"Parque del Pueblo del Pardo";"2";"AVENIDA";"GUARDIA";"4";"FUENCARRAL-EL PARDO";"EL PARDO";"28048";"434317";"4485608";"40.5186002228516";"-3.7753787533567573";"/contenido/actividades/ActividadesCalleArteUrbano";"";
11713139;"Reading club. Club de lectura en inglés";"";"1";"1";"L";"14/11/2022;5/12/2022;12/12/2022;26/12/2022;";"2022-10-03 00:00:00.0";"2023-04-24 23:59:00.0";"19:00";"";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=d78c9f49afb61810VgnVCM2000001f4a900aRCRD";"Reading club. Club de lectura en inglés";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=2daacf3fc0bbe710VgnVCM2000001f4a900aRCRD";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=6c4dbc2658739410VgnVCM2000000c205a0aRCRD";"Biblioteca Pública Municipal Mario Vargas Llosa (Centro)";"1,6";"CALLE";"BARCELO";"4";"CENTRO";"JUSTICIA";"28004";"440645";"4475347";"40.426642215368176";"-3.699722994908341";"/contenido/actividades/ClubesLectura";"";
11728180;"Reencantar a las bestias de la laguna";"Participación gratuita previa inscripción";"0";"1";"M,X,J";"";"2022-07-19 00:00:00.0";"2022-07-21 23:59:00.0";"";"";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=a35247407bec1810VgnVCM1000001d4a900aRCRD";"";"";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=79f59dacff4d7110VgnVCM1000000b205a0aRCRD";"Medialab en Matadero. Matadero Madrid";"1";"PASEO";"CHOPERA";"14";"ARGANZUELA";"CHOPERA";"28045";"440828";"4471551";"40.39245798191536";"-3.6972067902718897";"/contenido/actividades/CursosTalleres";"";
11727161;"Relaciones de pareja en construcción";"";"1";"1";"X";"";"2022-07-20 00:00:00.0";"2022-07-27 23:59:00.0";"18:00";"";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=b4b73dc34a8c1810VgnVCM2000001f4a900aRCRD";"Yes, We Talk!: Espacio joven de bienestar emocional y relacional";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=4c665eb9b96ea710VgnVCM2000001f4a900aRCRD";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=a3ab855a64315610VgnVCM2000001f4a900aRCRD";"Espacio de Igualdad Carme Chacón. Hortaleza";"1";"CALLE";"MATAPOZUELOS";"2";"HORTALEZA";"CANILLAS";"28043";"444876";"4479190";"40.46155641637237";"-3.6501714580414126";"/contenido/actividades/CursosTalleres";"";
11721892;"Remedial English Stage 1";"";"1";"1";"L";"14/11/2022;5/12/2022;12/12/2022;26/12/2022;6/2/2023;6/3/2023;3/4/2023;";"2022-10-03 00:00:00.0";"2023-04-24 23:59:00.0";"17:00";"";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=213f89dfdd5a1810VgnVCM2000001f4a900aRCRD";"Remedial English Stage 1";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=4ed8b22bf6171810VgnVCM1000001d4a900aRCRD";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=6c4dbc2658739410VgnVCM2000000c205a0aRCRD";"Biblioteca Pública Municipal Mario Vargas Llosa (Centro)";"1,6";"CALLE";"BARCELO";"4";"CENTRO";"JUSTICIA";"28004";"440645";"4475347";"40.426642215368176";"-3.699722994908341";"";"";
11718588;"Reminiscencia";"";"1";"0";"";"";"2022-07-29 00:00:00.0";"2022-07-29 23:59:00.0";"22:00";"";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=28b270f387f81810VgnVCM2000001f4a900aRCRD";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"/contenido/actividades/CineActividadesAudiovisuales";"";
11714079;"Retablillo de don Cristóbal";"";"1";"0";"";"";"2022-08-25 00:00:00.0";"2022-08-25 23:59:00.0";"21:30";"";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=0cc4c34428c61810VgnVCM1000001d4a900aRCRD";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"/contenido/actividades/CuentacuentosTiteresMarionetas";"";
11732772;"Ricardo Fernández del Moral";"";"1";"0";"";"";"2022-09-03 00:00:00.0";"2022-09-03 23:59:00.0";"20:30";"Se inicia en la guitarra a la edad de 8 años en su pueblo, Daimiel, por la influencia de su padre, cantaor y gran aficionado al flamenco, recibiendo clases, de los prestigiosos maestros Oscar Herrero y Manolo Martín. En el verano de 2011 cuando comienza su andadura por los concursos de cante para darse a conocer, en los que no deja indiferente a nadie que se acompañe con gran maestría el mismo a la guitarra, obteniendo excelentes resultados. Cabe destacar el Primer premio en Madrid, en el Concurso Nacional de Cante Joven 'Cuando llega el duende'. También su paso por la 52ª edición del Festival Internacional del Cante de Las Minas (La Unión), en el que, para sorpresa de todos, se alza por primera vez en la historia del Festival con cinco premios: Malagueña, Taranta, Soleá, Toná, Minera y, además, con la 'Lámpara Minera' (el galardón más preciado del mundo del Flamenco) que le da a conocer al gran público. Fue la primera vez en la historia del Festival que el ganador de la 'Lámpara Minera' no necesitó acompañarse de un guitarrista para interpretar los diferentes cantes.";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=bdc98bfc9acf1810VgnVCM2000001f4a900aRCRD";"";"";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=b6013e3860594210VgnVCM2000000c205a0aRCRD";"Quiosco de Música Templete Cantaor José Menese";"1";"PLAZA";"HUARTE DE SAN JUAN";"1";"LATINA";"PUERTA DEL ANGEL";"28011";"438428";"4473844";"40.412941426753434";"-3.725711256326908";"/contenido/actividades/Musica/Flamenco";"";
11429018;"Risas en la granja";"";"1";"0";"";"";"2022-08-07 00:00:00.0";"2022-08-07 23:59:00.0";"20:00";"Títeres, a cargo de la Compañía Tanalborde Teatro Edad recomendada a partir de 3 años Pictogramas de apoyo.Intérprete de lengua de signos";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=5933e1b37b16a710VgnVCM1000001d4a900aRCRD";"Festival de Títeres";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=d78ee44003b95510VgnVCM1000001d4a900aRCRD";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=7e537b503a71c010VgnVCM1000000b205a0aRCRD";"Auditorio al aire libre. Parque de la Vaguada";"0";"PASEO";"VAGUADA";"13";"FUENCARRAL-EL PARDO";"EL PILAR";"28029";"439712";"4481297";"40.48016602497203";"-3.7112978051427574";"/contenido/actividades/CuentacuentosTiteresMarionetas";"/usuario/Niños";
11729204;"Rocketman";"";"1";"0";"";"";"2022-08-27 00:00:00.0";"2022-08-27 23:59:00.0";"22:00";"Título original: RocketmanAño: 2019Duración: 121 min.País: Reino UnidoDirector: Dexter FletcherReparto: Taron Egerton, Jamie Bell, Richard Madden, Bryce Dallas Howard, Steven Mackintosh,Género: Musical. Drama | Biográfico. Música. Homosexualidad. Años 60. Años 70 Edad recomendada: Película no recomendada para menores de 16 años. Sinopsis: 'Rocketman' es la historia de Elton John, desde sus años como niño prodigio del piano en la Royal Academy of Music hasta llegar a ser una superestrella de fama mundial gracias a su influyente y duradera asociación con su colaborador y letrista Bernie Taupin.";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=a95049f1fd7d1810VgnVCM2000001f4a900aRCRD";"Cine verano Distrito de Ciudad Lineal 2022";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=f851ba84669a1810VgnVCM2000001f4a900aRCRD";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=c6237b503a71c010VgnVCM1000000b205a0aRCRD";"Auditorio al aire libre. Parque del Calero";"1";"CALLE";"JOSE DEL HIERRO";"3";"CIUDAD LINEAL";"CONCEPCION";"28027";"444836";"4476387";"40.43629956289038";"-3.6504096146979457";"/contenido/actividades/ProgramacionDestacadaAgendaCultura";"";
11723394;"Rocío Márquez y Bronquio";"";"0";"0";"";"";"2022-09-23 00:00:00.0";"2022-09-23 23:59:00.0";"20:30";"";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=180675697baa1810VgnVCM1000001d4a900aRCRD";"";"";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=64463d0b5e71c010VgnVCM1000000b205a0aRCRD";"Centro de Cultura Contemporánea Conde Duque";"1";"CALLE";"CONDE DUQUE";"9";"CENTRO";"UNIVERSIDAD";"28015";"439759";"4475508";"40.42802889001877";"-3.710182353581842";"/contenido/actividades/ProgramacionDestacadaAgendaCultura";"";
11723009;"Roger Bernat. Dormifestación";"";"0";"1";"V,S";"";"2022-09-16 00:00:00.0";"2022-09-18 23:59:00.0";"";"";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=f9ade1582f9a1810VgnVCM1000001d4a900aRCRD";"";"";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=64463d0b5e71c010VgnVCM1000000b205a0aRCRD";"Centro de Cultura Contemporánea Conde Duque";"1";"CALLE";"CONDE DUQUE";"9";"CENTRO";"UNIVERSIDAD";"28015";"439759";"4475508";"40.42802889001877";"-3.710182353581842";"/contenido/actividades/ProgramacionDestacadaAgendaCultura";"";
11669364;"Rol en vivo";"";"1";"0";"";"";"2022-07-23 00:00:00.0";"2022-07-23 23:59:00.0";"17:00";"De la mano de Factoría del Rol esta vez con Madrid de tinieblas: Parla.Un juego de rol basado en la mafia de los años 70 del cual no saldrás indiferente.   Celebración: sábado 23 de julio de 2022 de 17:00h a 20:30h  Inscripciones en: Hasta completar aforo. Inscripciones en www.bit.ly/inscripcioncj    Plazas: hasta completar aforo  En colaboración con Factoría del Rol.";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=50a0127e77a60810VgnVCM2000001f4a900aRCRD";"Actividades en el centro juvenil 'Carabanchel Alto'. Mayo 2022";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=ecfc541470edc310VgnVCM2000000c205a0aRCRD";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=2565d2d6fe9a6110VgnVCM1000000b205a0aRCRD";"Centro Juvenil Carabanchel Alto";"1";"CALLE";"ALFONSO FERNANDEZ";"23";"CARABANCHEL";"BUENAVISTA";"28044";"435861";"4468746";"40.366822704148795";"-3.755451103709316";"/contenido/actividades/DanzaBaile/FolcloreEtnica";"/usuario/Jovenes";
11720125;"Rol en vivo";"";"1";"0";"";"";"2022-07-30 00:00:00.0";"2022-07-30 23:59:00.0";"17:00";"Factoría de rol celebra el primer torneo ONUS. Pásate por el Centro Juvenil de Carabanchel y demuestra quien es el mejor.   Fecha y hora de celebración: Sábado 30 de julio de 2022 de 17:00h a 20:30h  Período de Inscripción:  Hasta completar aforo.  Inscripciones en www.bit.ly/inscripcioncj   Plazas: Aforo";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=28220189d7591810VgnVCM1000001d4a900aRCRD";"Actividades en el centro juvenil 'Carabanchel Alto'. Mayo 2022";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=ecfc541470edc310VgnVCM2000000c205a0aRCRD";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=2565d2d6fe9a6110VgnVCM1000000b205a0aRCRD";"Centro Juvenil Carabanchel Alto";"1";"CALLE";"ALFONSO FERNANDEZ";"23";"CARABANCHEL";"BUENAVISTA";"28044";"435861";"4468746";"40.366822704148795";"-3.755451103709316";"/contenido/actividades/DanzaBaile/FolcloreEtnica";"/usuario/Jovenes";
11728439;"Rompiendo Las Normas";"";"1";"0";"";"";"2022-07-21 00:00:00.0";"2022-07-21 23:59:00.0";"22:00";"Título original: MisbehaviourAño: 2020Duración: 106 min.País: Reino UnidoDirector: Philippa LowthorpeReparto: Keira Knightley, Gugu Mbatha-Raw, Jessie Buckley, Greg Kinnear, Lesley Manville, Keeley Hawes, Phyllis Logan,Género: Comedia | Años 70. Basado en hechos reales. Feminismo. Moda Edad recomendada: Película no recomendada para menores de 7 años. Sinopsis: Año 1970. El certamen de Miss Mundo se celebra en Londres presentado por Bob Hope, leyenda de la comedia estadounidense. El evento es el programa de televisión más visto en el planeta, con más de 100 millones de espectadores. En pleno directo el recién creado 'Movimiento de Liberación de Mujeres' invade el escenario e interrumpe la retransmisión afirmando que los concursos de belleza degradan a las mujeres. Así, de la noche a la mañana, el Movimiento se hace famoso... Al reanudarse el programa, la elección de la ganadora provoca un nuevo gran revuelo: no es la favorita sueca, sino Miss Grenada, la primera mujer negra en ser coronada Miss Mundo. En cuestión de horas, una audiencia global fue testigo de la expulsión del patriarcado del escenario y del nacimiento del nuevo ideal de belleza occidental.";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=2fcbec7e4b2d1810VgnVCM1000001d4a900aRCRD";"Cine verano Distrito de Ciudad Lineal 2022";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=f851ba84669a1810VgnVCM2000001f4a900aRCRD";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=c6237b503a71c010VgnVCM1000000b205a0aRCRD";"Auditorio al aire libre. Parque del Calero";"1";"CALLE";"JOSE DEL HIERRO";"3";"CIUDAD LINEAL";"CONCEPCION";"28027";"444836";"4476387";"40.43629956289038";"-3.6504096146979457";"/contenido/actividades/ProgramacionDestacadaAgendaCultura";"";
11718584;"Rutas Medioambientales Julio y Agosto 2022";"";"1";"1";"L,M,X,J,V,S,D";"";"2022-07-10 00:00:00.0";"2022-08-27 23:59:00.0";"";"";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=c96270f387f81810VgnVCM2000001f4a900aRCRD";"Rutas Medioambientales Julio y Agosto 2022";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=3cbafef178f81810VgnVCM1000001d4a900aRCRD";"";"";"";"";"";"";"";"";"";"";"";"";"";"/contenido/actividades/ItinerariosOtrasActividadesAmbientales";"";
11726044;"Rüdiger Safranski 'La dicha del conocimiento y la pérdida de las buenas razones'";"Descarga de invitación disponible una semana antes del encuentro";"0";"0";"";"";"2022-10-27 00:00:00.0";"2022-10-27 23:59:00.0";"19:30";"";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=a3d5e969a29b1810VgnVCM1000001d4a900aRCRD";"Rüdiger Safranski 'La dicha del conocimiento y la pérdida de las buenas razones'";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=58d5e969a29b1810VgnVCM1000001d4a900aRCRD";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=64463d0b5e71c010VgnVCM1000000b205a0aRCRD";"Centro de Cultura Contemporánea Conde Duque";"1";"CALLE";"CONDE DUQUE";"9";"CENTRO";"UNIVERSIDAD";"28015";"439759";"4475508";"40.42802889001877";"-3.710182353581842";"/contenido/actividades/ConferenciasColoquios";"";
11662148;"Salida a la naturaleza. Camino Schmid";"";"1";"0";"";"";"2022-07-23 00:00:00.0";"2022-07-23 23:59:00.0";"08:15";"No te pierdas esta oportunidad y vente a la ruta de senderismo del Camino Schmid. · ¿Dónde quedamos? Moncloa, en la calle Princesa, 89 Madrid. · ¿Cuándo quedamos? Sábado 23 de Julio de 2022 de 08:15 a 16:00h La hora de llegada es sobre las 16:00h (orientativa). IMPORTANTE: Llevar calzado cómodo, gorra, crema solar, cantimplora y algo de comer ya que pararemos para reponer fuerzas antes de volver.   Fecha y hora de celebración: Sábado 23 de Julio de 2022 de 08:15 a 16:00h.  Periodo de inscripción:  www.bit.ly/salidasjuventud   Plazas: hasta completar aforo.";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=c9bcb6aa0c140810VgnVCM2000001f4a900aRCRD";"Actividades Intercentros. Mayo 2022";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=44179d6cb603f710VgnVCM2000001f4a900aRCRD";"";"";"";"";"";"";"";"";"";"";"";"";"";"/contenido/actividades/ProgramacionDestacadaAgendaCultura";"/usuario/Jovenes";
11689019;"San Martín de Valdeiglesias. Castillo de Corazera, Iglesia San Maerín Obispo";"";"1";"0";"";"";"2022-09-10 00:00:00.0";"2022-09-10 23:59:00.0";"09:05";"El principal símbolo de San Martín de Valdeiglesias es el Castillo de Corazera";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=f0b112452abd0810VgnVCM2000001f4a900aRCRD";"En Ruta Barrio de Begoña 2022";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=4791f1c3f0f34410VgnVCM2000000c205a0aRCRD";"";"";"";"";"";"";"";"";"";"";"";"";"";"/contenido/actividades/ItinerariosOtrasActividadesAmbientales";"";
11640920;"Sanando en red";"";"1";"1";"L,M,X,J,V";"14/4/2022;15/4/2022;2/5/2022;16/5/2022;";"2022-04-01 00:00:00.0";"2022-08-01 23:59:00.0";"";"En esta exposición descubriremos y visibilizamos el papel transformador y sanador de las mujeres frente a la violencia machista.";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=9baadffef41df710VgnVCM1000001d4a900aRCRD";"Sanando en red. Laboratorio fotográfico para la sanación colectiva frente a la violencia machista";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=ab29f72f9577b710VgnVCM2000001f4a900aRCRD";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=1f6bb3c7035da610VgnVCM1000001d4a900aRCRD";"Espacio de Igualdad Lucía Sánchez Saornil. San Blas-Canillejas";"2";"PLAZA";"EURIPIDES";"1";"SAN BLAS-CANILLEJAS";"CANILLEJAS";"28022";"448534";"4477771";"40.449003967549075";"-3.6069161377213526";"/contenido/actividades/Exposiciones";"/usuario/Mujeres";
11568063;"Sanando en red. Laboratorio fotográfico para la sanación colectiva frente a la violencia machista";"";"1";"1";"L,M,X,J,V";"14/4/2022;15/4/2022;";"2022-01-03 00:00:00.0";"2022-08-01 23:59:00.0";"";"";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=5d711d728b14e710VgnVCM1000001d4a900aRCRD";"Sanando en red. Laboratorio fotográfico para la sanación colectiva frente a la violencia machista";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=ab29f72f9577b710VgnVCM2000001f4a900aRCRD";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=229425eae8975710VgnVCM2000001f4a900aRCRD";"Espacio de Igualdad Ana Orantes. Barajas";"1";"CALLE";"PLAYA DE SAN JUAN";"6";"BARAJAS";"TIMON";"28042";"449784";"4480499";"40.473659104975354";"-3.592395079190456";"/contenido/actividades/Exposiciones";"";
11507581;"Sanando en red: sanación colectiva frente a la violencia machista";"";"1";"1";"L,M,X,J,V";"9/11/2021;14/4/2022;15/4/2022;";"2021-11-02 00:00:00.0";"2022-12-30 23:59:00.0";"";"Esta exposición quiere visibilizar las diferentes expresiones de la violencia machista a través del testimonio y trabajo colectivo de mujeres del distrito. Pero, sobre todo, queremos dar a conocer el papel transformador y sanador de las redes de apoyo a la hora de ayudarnos a identificar, reparar y fortalecer las capacidades que toda mujer tenemos para afrontar la violencia machista.  Se programan visitas para asociaciones y centros educativos que incluyen una charla de sensibilización.";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=ea17a482a46cc710VgnVCM1000001d4a900aRCRD";"Sanando en red. Laboratorio fotográfico para la sanación colectiva frente a la violencia machista";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=ab29f72f9577b710VgnVCM2000001f4a900aRCRD";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=63431203d9e85110VgnVCM1000000b205a0aRCRD";"Espacio de Igualdad Lourdes Hernández. Carabanchel";"1";"CALLE";"COMANDANTE FONTANES";"8";"CARABANCHEL";"SAN ISIDRO";"28019";"438758";"4471886";"40.395326406887946";"-3.721622686264932";"/contenido/actividades/Exposiciones";"";
